pin,slack
genCounters[334].counter/count_cry[2]:FCI,997147
genCounters[334].counter/count_cry[2]:FCO,997147
genCounters[334].counter/count_cry[2]:S,997394
genCounters[4].counter/count_cry[2]:B,997193
genCounters[4].counter/count_cry[2]:FCI,997147
genCounters[4].counter/count_cry[2]:FCO,997147
genCounters[4].counter/count_cry[2]:S,997394
genCounters[9].counter/count[2]:ALn,
genCounters[9].counter/count[2]:CLK,996097
genCounters[9].counter/count[2]:D,997394
genCounters[9].counter/count[2]:EN,995944
genCounters[9].counter/count[2]:Q,996097
genCounters[2].counter/count[8]:ALn,
genCounters[2].counter/count[8]:CLK,996097
genCounters[2].counter/count[8]:D,997280
genCounters[2].counter/count[8]:EN,995944
genCounters[2].counter/count[8]:Q,996097
genCounters[206].counter/count_RNO[0]:A,997616
genCounters[206].counter/count_RNO[0]:Y,997616
genCounters[104].counter/count[14]:ALn,
genCounters[104].counter/count[14]:CLK,996333
genCounters[104].counter/count[14]:D,997166
genCounters[104].counter/count[14]:EN,995944
genCounters[104].counter/count[14]:Q,996333
genCounters[17].counter/count_cry[1]:B,997174
genCounters[17].counter/count_cry[1]:FCI,997147
genCounters[17].counter/count_cry[1]:FCO,997147
genCounters[17].counter/count_cry[1]:S,997422
genCounters[62].counter/count[15]:ALn,
genCounters[62].counter/count[15]:CLK,996424
genCounters[62].counter/count[15]:D,997147
genCounters[62].counter/count[15]:EN,995944
genCounters[62].counter/count[15]:Q,996424
genCounters[31].counter/count[6]:ALn,
genCounters[31].counter/count[6]:CLK,996189
genCounters[31].counter/count[6]:D,997318
genCounters[31].counter/count[6]:EN,995944
genCounters[31].counter/count[6]:Q,996189
genCounters[114].counter/terminalCount_10:A,996333
genCounters[114].counter/terminalCount_10:B,996242
genCounters[114].counter/terminalCount_10:C,996189
genCounters[114].counter/terminalCount_10:D,996097
genCounters[114].counter/terminalCount_10:Y,996097
genCounters[384].counter/count[1]:ALn,
genCounters[384].counter/count[1]:CLK,996044
genCounters[384].counter/count[1]:D,997422
genCounters[384].counter/count[1]:EN,995944
genCounters[384].counter/count[1]:Q,996044
genCounters[183].counter/terminalCount_10:A,996333
genCounters[183].counter/terminalCount_10:B,996242
genCounters[183].counter/terminalCount_10:C,996189
genCounters[183].counter/terminalCount_10:D,996097
genCounters[183].counter/terminalCount_10:Y,996097
genCounters[255].counter/count_cry[1]:B,997174
genCounters[255].counter/count_cry[1]:FCI,997147
genCounters[255].counter/count_cry[1]:FCO,997147
genCounters[255].counter/count_cry[1]:S,997422
genCounters[324].counter/terminalCount_9:A,996280
genCounters[324].counter/terminalCount_9:B,996189
genCounters[324].counter/terminalCount_9:C,996136
genCounters[324].counter/terminalCount_9:D,996044
genCounters[324].counter/terminalCount_9:Y,996044
genCounters[324].counter/count_s[15]:B,997403
genCounters[324].counter/count_s[15]:FCI,997147
genCounters[324].counter/count_s[15]:S,997147
genCounters[349].counter/terminalCount_8:A,996188
genCounters[349].counter/terminalCount_8:B,996097
genCounters[349].counter/terminalCount_8:C,996044
genCounters[349].counter/terminalCount_8:D,995944
genCounters[349].counter/terminalCount_8:Y,995944
genCounters[30].counter/count_s_6204:B,997147
genCounters[30].counter/count_s_6204:FCO,997147
genCounters[297].counter/terminalCount:A,996188
genCounters[297].counter/terminalCount:B,996097
genCounters[297].counter/terminalCount:C,996044
genCounters[297].counter/terminalCount:D,995944
genCounters[297].counter/terminalCount:Y,995944
genCounters[290].counter/terminalCount:A,996188
genCounters[290].counter/terminalCount:B,996097
genCounters[290].counter/terminalCount:C,996044
genCounters[290].counter/terminalCount:D,995944
genCounters[290].counter/terminalCount:Y,995944
genCounters[340].counter/count_RNO[0]:A,997616
genCounters[340].counter/count_RNO[0]:Y,997616
genCounters[199].counter/count[9]:ALn,
genCounters[199].counter/count[9]:CLK,996189
genCounters[199].counter/count[9]:D,997261
genCounters[199].counter/count[9]:EN,995944
genCounters[199].counter/count[9]:Q,996189
genCounters[238].counter/count[2]:ALn,
genCounters[238].counter/count[2]:CLK,996097
genCounters[238].counter/count[2]:D,997394
genCounters[238].counter/count[2]:EN,995944
genCounters[238].counter/count[2]:Q,996097
genCounters[105].counter/count[9]:ALn,
genCounters[105].counter/count[9]:CLK,996189
genCounters[105].counter/count[9]:D,997261
genCounters[105].counter/count[9]:EN,995944
genCounters[105].counter/count[9]:Q,996189
genCounters[84].counter/count_cry[8]:B,997307
genCounters[84].counter/count_cry[8]:FCI,997147
genCounters[84].counter/count_cry[8]:FCO,997147
genCounters[84].counter/count_cry[8]:S,997280
genCounters[38].counter/count_cry[3]:B,997212
genCounters[38].counter/count_cry[3]:FCI,997147
genCounters[38].counter/count_cry[3]:FCO,997147
genCounters[38].counter/count_cry[3]:S,997375
genCounters[310].counter/count[3]:ALn,
genCounters[310].counter/count[3]:CLK,996188
genCounters[310].counter/count[3]:D,997375
genCounters[310].counter/count[3]:EN,995944
genCounters[310].counter/count[3]:Q,996188
genCounters[243].counter/count[12]:ALn,
genCounters[243].counter/count[12]:CLK,996188
genCounters[243].counter/count[12]:D,997204
genCounters[243].counter/count[12]:EN,995944
genCounters[243].counter/count[12]:Q,996188
genCounters[141].counter/count_RNO[0]:A,997616
genCounters[141].counter/count_RNO[0]:Y,997616
genCounters[105].counter/count_cry[14]:B,997403
genCounters[105].counter/count_cry[14]:FCI,997147
genCounters[105].counter/count_cry[14]:FCO,997147
genCounters[105].counter/count_cry[14]:S,997166
genCounters[109].counter/count_cry[5]:B,997250
genCounters[109].counter/count_cry[5]:FCI,997147
genCounters[109].counter/count_cry[5]:FCO,997147
genCounters[109].counter/count_cry[5]:S,997337
genCounters[150].counter/count_cry[6]:B,997269
genCounters[150].counter/count_cry[6]:FCI,997147
genCounters[150].counter/count_cry[6]:FCO,997147
genCounters[150].counter/count_cry[6]:S,997318
genCounters[302].counter/count[3]:ALn,
genCounters[302].counter/count[3]:CLK,996188
genCounters[302].counter/count[3]:D,997375
genCounters[302].counter/count[3]:EN,995944
genCounters[302].counter/count[3]:Q,996188
genCounters[225].counter/count[5]:ALn,
genCounters[225].counter/count[5]:CLK,996136
genCounters[225].counter/count[5]:D,997337
genCounters[225].counter/count[5]:EN,995944
genCounters[225].counter/count[5]:Q,996136
genCounters[118].counter/count_RNO[0]:A,997616
genCounters[118].counter/count_RNO[0]:Y,997616
genCounters[323].counter/count_cry[2]:B,997193
genCounters[323].counter/count_cry[2]:FCI,997147
genCounters[323].counter/count_cry[2]:FCO,997147
genCounters[323].counter/count_cry[2]:S,997394
genCounters[241].counter/terminalCount:A,996188
genCounters[241].counter/terminalCount:B,996097
genCounters[241].counter/terminalCount:C,996044
genCounters[241].counter/terminalCount:D,995944
genCounters[241].counter/terminalCount:Y,995944
genCounters[207].counter/count[9]:ALn,
genCounters[207].counter/count[9]:CLK,996189
genCounters[207].counter/count[9]:D,997261
genCounters[207].counter/count[9]:EN,995944
genCounters[207].counter/count[9]:Q,996189
genCounters[200].counter/count[9]:ALn,
genCounters[200].counter/count[9]:CLK,996189
genCounters[200].counter/count[9]:D,997261
genCounters[200].counter/count[9]:EN,995944
genCounters[200].counter/count[9]:Q,996189
genCounters[254].counter/count[1]:ALn,
genCounters[254].counter/count[1]:CLK,996044
genCounters[254].counter/count[1]:D,997422
genCounters[254].counter/count[1]:EN,995944
genCounters[254].counter/count[1]:Q,996044
genCounters[229].counter/terminalCount_11:A,996424
genCounters[229].counter/terminalCount_11:B,996333
genCounters[229].counter/terminalCount_11:C,996280
genCounters[229].counter/terminalCount_11:D,996188
genCounters[229].counter/terminalCount_11:Y,996188
genCounters[20].counter/count[7]:ALn,
genCounters[20].counter/count[7]:CLK,996280
genCounters[20].counter/count[7]:D,997299
genCounters[20].counter/count[7]:EN,995944
genCounters[20].counter/count[7]:Q,996280
genCounters[63].counter/count[6]:ALn,
genCounters[63].counter/count[6]:CLK,996189
genCounters[63].counter/count[6]:D,997318
genCounters[63].counter/count[6]:EN,995944
genCounters[63].counter/count[6]:Q,996189
genCounters[281].counter/count[5]:ALn,
genCounters[281].counter/count[5]:CLK,996136
genCounters[281].counter/count[5]:D,997337
genCounters[281].counter/count[5]:EN,995944
genCounters[281].counter/count[5]:Q,996136
genCounters[249].counter/terminalCount_9:A,996280
genCounters[249].counter/terminalCount_9:B,996189
genCounters[249].counter/terminalCount_9:C,996136
genCounters[249].counter/terminalCount_9:D,996044
genCounters[249].counter/terminalCount_9:Y,996044
genCounters[301].counter/count_s_6119:B,997147
genCounters[301].counter/count_s_6119:FCO,997147
genCounters[317].counter/count_RNO[0]:A,997616
genCounters[317].counter/count_RNO[0]:Y,997616
genCounters[58].counter/terminalCount_9:A,996280
genCounters[58].counter/terminalCount_9:B,996189
genCounters[58].counter/terminalCount_9:C,996136
genCounters[58].counter/terminalCount_9:D,996044
genCounters[58].counter/terminalCount_9:Y,996044
genCounters[254].counter/count_cry[1]:B,997174
genCounters[254].counter/count_cry[1]:FCI,997147
genCounters[254].counter/count_cry[1]:FCO,997147
genCounters[254].counter/count_cry[1]:S,997422
genCounters[225].counter/count[15]:ALn,
genCounters[225].counter/count[15]:CLK,996424
genCounters[225].counter/count[15]:D,997147
genCounters[225].counter/count[15]:EN,995944
genCounters[225].counter/count[15]:Q,996424
genCounters[11].counter/count_cry[8]:B,997307
genCounters[11].counter/count_cry[8]:FCI,997147
genCounters[11].counter/count_cry[8]:FCO,997147
genCounters[11].counter/count_cry[8]:S,997280
genCounters[333].counter/count[13]:ALn,
genCounters[333].counter/count[13]:CLK,996280
genCounters[333].counter/count[13]:D,997185
genCounters[333].counter/count[13]:EN,995944
genCounters[333].counter/count[13]:Q,996280
genCounters[330].counter/count_cry[1]:B,997174
genCounters[330].counter/count_cry[1]:FCI,997147
genCounters[330].counter/count_cry[1]:FCO,997147
genCounters[330].counter/count_cry[1]:S,997422
genCounters[294].counter/count[5]:ALn,
genCounters[294].counter/count[5]:CLK,996136
genCounters[294].counter/count[5]:D,997337
genCounters[294].counter/count[5]:EN,995944
genCounters[294].counter/count[5]:Q,996136
genCounters[228].counter/terminalCount_9:A,996280
genCounters[228].counter/terminalCount_9:B,996189
genCounters[228].counter/terminalCount_9:C,996136
genCounters[228].counter/terminalCount_9:D,996044
genCounters[228].counter/terminalCount_9:Y,996044
genCounters[188].counter/count[2]:ALn,
genCounters[188].counter/count[2]:CLK,996097
genCounters[188].counter/count[2]:D,997394
genCounters[188].counter/count[2]:EN,995944
genCounters[188].counter/count[2]:Q,996097
genCounters[163].counter/count[1]:ALn,
genCounters[163].counter/count[1]:CLK,996044
genCounters[163].counter/count[1]:D,997422
genCounters[163].counter/count[1]:EN,995944
genCounters[163].counter/count[1]:Q,996044
genCounters[54].counter/count[14]:ALn,
genCounters[54].counter/count[14]:CLK,996333
genCounters[54].counter/count[14]:D,997166
genCounters[54].counter/count[14]:EN,995944
genCounters[54].counter/count[14]:Q,996333
genCounters[198].counter/count_cry[10]:B,997345
genCounters[198].counter/count_cry[10]:FCI,997147
genCounters[198].counter/count_cry[10]:FCO,997147
genCounters[198].counter/count_cry[10]:S,997242
genCounters[36].counter/count[2]:ALn,
genCounters[36].counter/count[2]:CLK,996097
genCounters[36].counter/count[2]:D,997394
genCounters[36].counter/count[2]:EN,995944
genCounters[36].counter/count[2]:Q,996097
genCounters[259].counter/count[2]:ALn,
genCounters[259].counter/count[2]:CLK,996097
genCounters[259].counter/count[2]:D,997394
genCounters[259].counter/count[2]:EN,995944
genCounters[259].counter/count[2]:Q,996097
genCounters[328].counter/count[8]:ALn,
genCounters[328].counter/count[8]:CLK,996097
genCounters[328].counter/count[8]:D,997280
genCounters[328].counter/count[8]:EN,995944
genCounters[328].counter/count[8]:Q,996097
genCounters[132].counter/count_cry[10]:B,997345
genCounters[132].counter/count_cry[10]:FCI,997147
genCounters[132].counter/count_cry[10]:FCO,997147
genCounters[132].counter/count_cry[10]:S,997242
genCounters[9].counter/count_s_6240:B,997147
genCounters[9].counter/count_s_6240:FCO,997147
genCounters[345].counter/count_cry[12]:B,997383
genCounters[345].counter/count_cry[12]:FCI,997147
genCounters[345].counter/count_cry[12]:FCO,997147
genCounters[345].counter/count_cry[12]:S,997204
genCounters[147].counter/count_cry[2]:B,997193
genCounters[147].counter/count_cry[2]:FCI,997147
genCounters[147].counter/count_cry[2]:FCO,997147
genCounters[147].counter/count_cry[2]:S,997394
genCounters[212].counter/count[11]:ALn,
genCounters[212].counter/count[11]:CLK,996333
genCounters[212].counter/count[11]:D,997223
genCounters[212].counter/count[11]:EN,995944
genCounters[212].counter/count[11]:Q,996333
genCounters[60].counter/count_cry[4]:B,997231
genCounters[60].counter/count_cry[4]:FCI,997147
genCounters[60].counter/count_cry[4]:FCO,997147
genCounters[60].counter/count_cry[4]:S,997356
genCounters[287].counter/count_cry[12]:B,997383
genCounters[287].counter/count_cry[12]:FCI,997147
genCounters[287].counter/count_cry[12]:FCO,997147
genCounters[287].counter/count_cry[12]:S,997204
genCounters[280].counter/count_cry[12]:B,997383
genCounters[280].counter/count_cry[12]:FCI,997147
genCounters[280].counter/count_cry[12]:FCO,997147
genCounters[280].counter/count_cry[12]:S,997204
genCounters[192].counter/count_cry[1]:B,997174
genCounters[192].counter/count_cry[1]:FCI,997147
genCounters[192].counter/count_cry[1]:FCO,997147
genCounters[192].counter/count_cry[1]:S,997422
genCounters[283].counter/count_s[15]:B,997403
genCounters[283].counter/count_s[15]:FCI,997147
genCounters[283].counter/count_s[15]:S,997147
genCounters[188].counter/count[4]:ALn,
genCounters[188].counter/count[4]:CLK,996044
genCounters[188].counter/count[4]:D,997356
genCounters[188].counter/count[4]:EN,995944
genCounters[188].counter/count[4]:Q,996044
genCounters[332].counter/count_cry[6]:B,997269
genCounters[332].counter/count_cry[6]:FCI,997147
genCounters[332].counter/count_cry[6]:FCO,997147
genCounters[332].counter/count_cry[6]:S,997318
genCounters[54].counter/count[9]:ALn,
genCounters[54].counter/count[9]:CLK,996189
genCounters[54].counter/count[9]:D,997261
genCounters[54].counter/count[9]:EN,995944
genCounters[54].counter/count[9]:Q,996189
genCounters[244].counter/count_cry[10]:B,997345
genCounters[244].counter/count_cry[10]:FCI,997147
genCounters[244].counter/count_cry[10]:FCO,997147
genCounters[244].counter/count_cry[10]:S,997242
genCounters[316].counter/count_cry[11]:B,997364
genCounters[316].counter/count_cry[11]:FCI,997147
genCounters[316].counter/count_cry[11]:FCO,997147
genCounters[316].counter/count_cry[11]:S,997223
genCounters[258].counter/count[4]:ALn,
genCounters[258].counter/count[4]:CLK,996044
genCounters[258].counter/count[4]:D,997356
genCounters[258].counter/count[4]:EN,995944
genCounters[258].counter/count[4]:Q,996044
genCounters[174].counter/count[12]:ALn,
genCounters[174].counter/count[12]:CLK,996188
genCounters[174].counter/count[12]:D,997204
genCounters[174].counter/count[12]:EN,995944
genCounters[174].counter/count[12]:Q,996188
genCounters[76].counter/count[15]:ALn,
genCounters[76].counter/count[15]:CLK,996424
genCounters[76].counter/count[15]:D,997147
genCounters[76].counter/count[15]:EN,995944
genCounters[76].counter/count[15]:Q,996424
genCounters[77].counter/count[5]:ALn,
genCounters[77].counter/count[5]:CLK,996136
genCounters[77].counter/count[5]:D,997337
genCounters[77].counter/count[5]:EN,995944
genCounters[77].counter/count[5]:Q,996136
genCounters[292].counter/count_cry[4]:B,997231
genCounters[292].counter/count_cry[4]:FCI,997147
genCounters[292].counter/count_cry[4]:FCO,997147
genCounters[292].counter/count_cry[4]:S,997356
genCounters[3].counter/count[12]:ALn,
genCounters[3].counter/count[12]:CLK,996188
genCounters[3].counter/count[12]:D,997204
genCounters[3].counter/count[12]:EN,995944
genCounters[3].counter/count[12]:Q,996188
genCounters[359].counter/count[1]:ALn,
